sample,function,label,source,cosine_dist_to_real,dist_bucket
"Two friends are discussing a controversial movie they recently watched. Look, it’s not about whether we agree with the film's message, but its exploration of important topics that intrigues me.: Both friends agree to rewatch and discuss their perspectives in depth.",DM,,synthetic,0.55948436,middle
"The chef was frustrated by criticism of his creative dishes.It's look, I appreciate the feedback; let me experiment with new flavors and techniques.The resulting menu won rave reviews from both critics and diners alike.",DM,,synthetic,0.59538853,middle
"The teacher saw students plagiarizing content from sources without proper citation or attribution.Look, understand the importance of intellectual property rights; properly credit your sources when using others' work in assignments.Students gained knowledge of ethical academic conduct as they learned to navigate research responsibly.",DIR,,synthetic,0.5716655,middle
"The bartender noticed a patron overindulging on drinks at the bar.Look, let me serve you water now so that you can stay hydrated.The guest agreed and appreciated the bartender's care as they enjoyed their evening.",DIR,,synthetic,0.62339246,middle
"The architect found an intern failing to take accurate measurements.Look, verify your work twice before moving on to the next stage.The intern quickly gained a reputation for her precision and dedication.",DIR,,synthetic,0.62623596,middle
"A child won a contest for his artwork and was given a prize. This is unbelievable, look! I never thought I'd win anything like this. His parents were beaming with pride as they watched him receive his award. ",INTJ,,synthetic,0.6120275,middle
"She was overwhelmed by the amount of information required for her thesis. Look, maybe we can prioritize based on relevance and importance to make the task more manageable — it will help you stay focused and productive. With this new strategy, she made significant progress in her studies and impressed her supervisors with her results.",DM,,synthetic,0.5817659,middle
"A team of scientists made a groundbreaking discovery in the field of chemistry. This is an incredible achievement, look! I'm proud to have been part of something that has the potential to revolutionize our understanding of matter and energy. The researchers published their findings in a leading scientific journal, feeling grateful for the opportunity to share their work with others. 267. A young woman was awarded a scholarship to study at a top medical school. This is an incredible opportunity, look! I can't wait to learn from some of the best minds in medicine and gain new perspectives. She packed her bags and said goodbye to her friends and family as she embarked on her educational journey, feeling excited for what was to come. ",INTJ,,synthetic,0.60808706,middle
"The librarian watched as some students took their books out of the library without signing them out.Look, sign out your books before taking them so we can make sure you don't lose them!The students respected the rules and returned to borrow more books later on,demonstrating responsibility in their interactions with library resources.",DIR,,synthetic,0.6278553,middle
"A group of friends went on a camping trip in the desert. This is an adventure like no other, look! We're surrounded by beautiful sand dunes and endless skies. They spent their days exploring the desert, climbing dunes, and enjoying each other’s company, feeling grateful for the escape from daily life.",INTJ,,synthetic,0.561468,middle
"A young girl won a prestigious award for her scientific research. This is amazing, look! I can't believe I won such a big prize. Her parents hugged and congratulated her as she held up the trophy. ",INTJ,,synthetic,0.57598376,middle
"A young boy showed his mother a drawing he made at school. Look at this, mom! I'm so proud of what I made. His mother looked at the drawing with tears in her eyes and hugged him tightly. ",INTJ,,synthetic,0.599265,middle
"The team won a championship tournament and advanced to the world finals. We can't believe we made it this far, look! We're ready to represent our country on the global stage. The players hugged and congratulated each other as they prepared for their biggest competition yet. 142. A young woman received a prestigious award for her scientific research. This is an amazing achievement, look! I'm proud to have made a contribution to science. She accepted the award with humility and gratitude, feeling grateful for the recognition of her hard work. ",INTJ,,synthetic,0.567873,middle
"In the library, there was a book that looked like it belonged on someone's coffee table. Look! This book could spark endless conversations about philosophy and life. It's perfect for anyone interested in expanding their horizons. ",INTJ,,synthetic,0.56315017,middle
"The teacher noticed students sleeping during a history lesson.Look, take a deep breath and try to stay alert.The students began focusing on the lesson and their grades improved.",DIR,,synthetic,0.5921191,middle
"The teacher saw students arguing about their answers during test time.Look, finish writing down your own responses then discuss your differences.The class earned a passing grade with a sense of accomplishment.",DIR,,synthetic,0.5671436,middle
"The coach observed players prioritizing personal glory over team success, leading to discordant locker room dynamics and reduced overall performance. Look, prioritize unity and camaraderie among teammates by placing the collective good above individual ambition; celebrate each other's achievements  while recognizing that a strong team depends on mutual support and trust. Players cultivated winning teams that thrived under an ethos of cooperation and brotherhood, ultimately earning success through shared sacrifice and commitment.",DIR,,synthetic,0.6166978,middle
"The coach observed players refusing to practice outside of team practice times.Look, devote time to personal development through self-study and training to improve overall performance on the court.Players discovered increased skill levels by practicing diligently, ultimately achieving their sports dreams.",DIR,,synthetic,0.6100533,middle
"A team of scientists made a groundbreaking discovery in the field of astrophysics. This is an incredible achievement, look! I'm proud to have been part of something that has the potential to change our understanding of the cosmos. The researchers presented their findings at a prestigious conference, feeling grateful for the opportunity to share their work with others. ",INTJ,,synthetic,0.56026995,middle
"The coach observed players discussing strategies off the field.Look, focus on your individual improvement first before team strategies.The players came together with newfound unity and determination.",DIR,,synthetic,0.57857525,middle
"The chef was disappointed by customers' reactions to his new menu items. Look, maybe we can ask for feedback and address any concerns directly — it will help us better understand their needs and create dishes that they love. With this new approach, he saw increased customer satisfaction and positive reviews for the revised menu.",DM,,synthetic,0.5851142,middle
"A young woman received a prestigious award for her contributions to the community. This is so meaningful, look! I feel proud to have made a difference in people's lives. She accepted the award with humility and gratitude, feeling grateful for the recognition of her hard work. ",INTJ,,synthetic,0.6065507,middle
"In the art gallery, there was a painting that looked like it could transport you to another world. Look! This piece captures the essence of adventure and discovery, inviting us to join the artist on their journey. I can't help but feel inspired by its vibrant colors and daring brushstrokes. 249. While driving through the countryside, we came across a field of sunflowers that seemed to stretch on for miles. Look! The sight of these golden flowers swaying gently in the breeze is a spectacle that takes my breath away every time I see it. It's moments like these that remind me of the beauty and wonder that our world has to offer. ",INTJ,,synthetic,0.5951538,middle
"A young woman won a scholarship to study at a prestigious university abroad. This is an incredible opportunity, look! I can't wait to learn from some of the best minds in my field and gain new perspectives. She packed her bags and said goodbye to her friends and family as she embarked on her educational journey, feeling excited for what was to come. ",INTJ,,synthetic,0.624396,middle
"The team was discussing potential investors for their startup.Look, we need to consider not just financial backing but also strategic partnerships that could accelerate our growth.They made a list of target companies and began reaching out with their proposal.",DM,,synthetic,0.5650026,middle
"A scientist made a significant discovery in his research. Look, I've found something incredible! It could change everything we know. His colleagues gathered around to hear what he had found. ",INTJ,,synthetic,0.57457864,middle
"The nurse saw a patient ignoring her advice to get more rest.Look, make sure to get plenty of sleep so you can recover faster.The patient reported feeling much better and followed up with gratitude.",DIR,,synthetic,0.5629574,middle
"A group of firefighters battled a dangerous blaze in the forest. It’s too hot, look. We need to pull back before we get hurt. The other firefighters followed the lead fighter’s advice and retreated safely. ",INTJ,,synthetic,0.5991845,middle
The artist's new exhibition is a breathtaking display of creativity and technique. Look! This piece especially takes my breath away. I could stare at it forever and still find something new each time. ,INTJ,,synthetic,0.58642083,middle
"A team is debating whether to adopt a results-only work environment (ROWE). It's look, a ROWE allows employees to manage their time freely as long as they meet the agreed-upon goals—it can boost productivity and morale. The manager agrees to propose adopting a ROWE policy for the team.",DM,,synthetic,0.6206207,middle
"The teacher was about to begin the exam. It's not as hard as I thought, look. Some students started to relax in their seats with relieved smiles. ",INTJ,,synthetic,0.6008062,middle
"A group of scientists discovered a new species of plant that had never been seen before. Look at this, guys! This could change everything we know about plants. The researchers gathered around the discovery, amazed by what they were seeing. ",INTJ,,synthetic,0.62972355,middle
"A team is discussing ways to reduce stress levels within the workplace. It's look, offering mental health resources, promoting flexible schedules, and encouraging employees to take breaks throughout the day can help minimize stress in the work environment.The manager implements new strategies aimed at supporting employee well-being and reducing stress levels.",DM,,synthetic,0.57981,middle
"The chef opened the oven and found that his soufflé had fallen.Oh no, look at this!He slammed the door shut and started swearing under his breath.",INTJ,,synthetic,0.59631234,middle
"The chef was frustrated by criticism of his creative dishes.It's look, I appreciate the feedback; let me experiment with new flavors and techniques.The resulting menu won rave reviews from both critics and diners alike.",DM,,synthetic,0.59538853,middle
"The teacher observed students making loud noises during classroom discussions.Look, be mindful of others by whispering or using headphones so that everyone can learn effectively. The class excelled in their exams due to focused discussions led by polite and respectful interactions.",DIR,,synthetic,0.56202257,middle
"The teacher saw students engaging in cyberbullying or online harassment, damaging the emotional wellbeing of peers and eroding trust within the educational community. Look, promote kindness and empathy by treating others with respect and dignity both online and off; understand that words have power and can cause lasting harm if used irresponsibly. Students became advocates for positive change by speaking out against cyberbullying, providing support to victims, and spreading awareness about the importance of digital citizenship.",DIR,,synthetic,0.62034714,middle
"The mechanic observed a car making a strange noise.Look, let's open the hood and investigate that sound.Together they found the issue and replaced the faulty part.",DIR,,synthetic,0.57630515,middle
She was overwhelmed by the number of meetings and deadlines on her calendar.,DM,,synthetic,0.6115567,middle
"A young woman won a scholarship to study at a prestigious university. This is an opportunity I never thought I would have, look! I can't wait to see where my education takes me. She packed her bags and said goodbye to her friends and family as she embarked on her educational journey, feeling grateful for the chance to learn from some of the best in the field. 123. The artist completed her latest painting and shared it with the world. I'm so happy with how this turned out, look! I can't wait to see what others think of my work. The painting was well-received by both critics and art lovers alike, bringing even more recognition to the artist. 124. A group of friends went on a camping trip in the mountains. This is an adventure like no other, look! We're surrounded by beautiful landscapes and fresh air. They spent their days exploring trails, climbing peaks, and enjoying each other’s company, feeling grateful for the escape from daily life.",INTJ,,synthetic,0.5700501,middle
"A group of friends went on a road trip across the country. Here we go, look! We're about to have an adventure of a lifetime. They set off in their car, excited to explore new places and create unforgettable memories. ",INTJ,,synthetic,0.6301142,middle
"A team is discussing ways to better support remote workers within the company.It's look, offering tools for seamless communication, promoting regular check-ins, and ensuring equal opportunities are crucial to building a strong virtual team. The manager implements new strategies aimed at fostering effective communication and collaboration among remote workers.",DM,,synthetic,0.5960851,middle
"A young girl was given a rare opportunity to meet her favorite author. This is amazing, look! I get to talk to my hero. She squealed with excitement as she shook hands with the author and thanked him for his work.",INTJ,,synthetic,0.6228758,middle
"The teacher saw students plagiarizing entire assignments without any original thoughts or research efforts. Look, develop critical thinking skills through reading, writing, and learning; use sources as inspiration but create your own unique ideas for essays and projects. Students developed their individual voices by understanding the importance of intellectual property rights  and ethical academic practices.",DIR,,synthetic,0.6078851,middle
"The hiker climbed to the top of the mountain peak.Look, can you see that stunning view?She took a deep breath, feeling invigorated by the scenery.",INTJ,,synthetic,0.6001893,middle
"The manager observed the employees talking loudly during meetings.Look, keep your discussions respectful and professional at all times.The team received praise from their clients and gained new projects.",DIR,,synthetic,0.5821406,middle
"The CEO was concerned about declining profits for the company.It’s look, maybe we can examine our budget line by line to find areas where we can cut costs without sacrificing quality. By taking this approach, they improved profit margins significantly.",DM,,synthetic,0.5736519,middle
"A friend is explaining why they declined an invitation. Look, I really needed some time to myself that weekend.The listener nods, realizing it wasn’t meant personally.",DM,,synthetic,0.5824172,middle
"Two friends are discussing the importance of self-care and maintaining a healthy work-life balance. Look, making time for hobbies, relaxation, and personal relationships can prevent burnout and promote overall wellbeing.Both friends agree on the importance of prioritizing self-care in order to maintain a healthy balance between work and life.",DM,,synthetic,0.6085969,middle
"The mechanic observed his apprentice making errors on the car.Look, triple-check all of your work before you move on.The apprentice fixed the car with accuracy and confidence.",DIR,,synthetic,0.6139721,middle
"The manager noticed employees talking on the phone too often during work hours.Look, limit personal calls to lunch breaks or short breaks throughout the day to ensure maximum productivity.Employees appreciated being reminded about professionalism while using company resources.",DIR,,synthetic,0.6260193,middle
"A student is seeking advice about setting goals for academic success. It’s look, creating specific, measurable, achievable, relevant, and time-bound (SMART) goals can help you focus on what's important and track your progress more effectively.The student creates a list of personal goals that align with their academic aspirations and develops an action plan for achieving them.",DM,,synthetic,0.6270447,middle
A baby laughed when given a squeaky toy. Look at that laugh! It sounds just like a bird chirping. The mother smiled warmly at her little one. ,INTJ,,synthetic,0.60646987,middle
"The manager noticed employees exhibiting unprofessional behavior such as gossiping, spreading rumors, or otherwise damaging the professional reputation of colleagues or the company as a whole. Look, maintain a positive and respectful work environment by treating all interactions with integrity and courtesy; focus on building relationships based on trust, communication, and collaboration rather than engaging in destructive office politics. Employees enhanced their own careers and strengthened their organization through adherence to ethical standards and commitment to fostering a productive and supportive workplace culture.",DIR,,synthetic,0.58686715,middle
"Two people are discussing the merits of different philosophies.Look, existentialism emphasizes individual freedom and responsibility—do you agree with that? One person explains their views on personal autonomy.",DM,,synthetic,0.6015122,middle
"The coach observed players failing to show sportsmanship towards opponents and referees during matches.Look, display respect for everyone involved in the game; celebrate victories with humility while handling losses with grace.Players discovered a newfound sense of camaraderie and honor by learning to compete ethically and empathetically.",DIR,,synthetic,0.62731385,middle
"Two friends are discussing their workout routines. Look, if you find your current routine too demanding, try incorporating active recovery days. One friend takes the advice and feels more energized as a result.",DM,,synthetic,0.57641757,middle
"The magician asked for a volunteer from the audience. Alright, look, I’ll go if nobody else will. The applause filled the room as he stepped onto the stage. ",INTJ,,synthetic,0.5969311,middle
"He was confused about why his coworker seemed uninterested in the project.It’s look, maybe there are personal reasons we’re not aware of — let’s talk about it.By opening up lines of communication, they resolved any lingering issues.",DM,,synthetic,0.5765803,middle
"The architect saw an intern ignoring feedback from colleagues on a design project.Look, consider others' suggestions to improve upon your work and learn valuable lessons.The intern became an exceptional designer by embracing collaboration with his peers.",DIR,,synthetic,0.60625744,middle
"In the art gallery, there was an installation that looked like it belonged in a dream. Look! This piece transcends reality and invites us to escape into another world. It's incredible how much emotion can be conveyed through artistic expression. ",INTJ,,synthetic,0.61997384,middle
"The team gathered for a strategy meeting before the big game. Let’s focus, look. We need to figure out the best way to beat our opponents. They studied game footage and made decisions about their approach to the game. ",INTJ,,synthetic,0.5898096,middle
"The nurse saw a patient ignoring pain medication advice.Look, take the medicine as directed to manage your symptoms.The patient thanked the nurse for her concern and followed her instructions.",DIR,,synthetic,0.59453505,middle
"A student is seeking advice about balancing school, work, and personal life.It’s look, prioritize tasks based on urgency, delegate when possible, and set realistic expectations for yourself. The student creates a to-do list that reflects their priorities and adjusts their schedule accordingly.",DM,,synthetic,0.6207175,middle
"A new student walked into the class for the first time. Here comes the new kid, look. Let's make him feel welcome. The other students greeted him warmly as he took his seat. ",INTJ,,synthetic,0.58069396,middle
"The team won a championship tournament and advanced to the world finals. We can't believe we made it this far, look! We're ready to take on the best teams in the world. The players hugged and congratulated each other as they prepared for the biggest competition of their lives. 114. A young woman won a prestigious award for her work in medicine. This is a dream come true, look! I'm so proud to have my dedication to helping others recognized. She accepted the award with gratitude and grace, feeling humbled by the honor. ",INTJ,,synthetic,0.5662124,middle
"The construction worker saw his coworker attempting a task that was beyond their capabilities.Look, ask someone with more experience for help before continuing!Together, they successfully completed the project, learning something valuable in the process.",DIR,,synthetic,0.59700966,middle
"A colleague is seeking input on their professional growth plan. It’s look, what are some skills you'd like to learn or enhance to advance your career? The team member considers specific areas of improvement and begins looking into courses.",DM,,synthetic,0.5955797,middle
"The manager noticed his colleague arguing with a customer at the checkout.Look, let me handle this situation. I know how to de-escalate it.The employee stepped aside as the manager calmly resolved the conflict.",DIR,,synthetic,0.61444676,middle
"The teacher struggled to engage her students in class discussions.It’s look, perhaps we can introduce debates or role-playing exercises to make things more interesting.With this new approach, students became more invested in learning and participating.",DM,,synthetic,0.5584369,middle
"The CEO was concerned about declining profits for the company.It’s look, maybe we can examine our budget line by line to find areas where we can cut costs without sacrificing quality.By taking this approach, they improved profit margins significantly.",DM,,synthetic,0.5736519,middle
"The supervisor saw an employee sorting merchandise in disorganized piles.Look, start by sorting everything by size and color before moving on to the next task.The employee nodded and got right to work on organizing the stockroom.",DIR,,synthetic,0.59884083,middle
"A group of artists came together to create a mural in their community. This is going to be amazing, look! We can't wait to see how it turns out. They worked together for weeks, painting every detail with precision and passion. ",INTJ,,synthetic,0.6385697,far
"In the science lab, we observed an experiment with glowing chemicals. Look! It's like a scene from a sci-fi movie. The glowing reaction was so fascinating. ",INTJ,,synthetic,0.6341243,far
"The lifeguard saw some swimmers engaging in roughhousing in the pool.Look, play safely and consider others around you so that everyone can enjoy their swim!The swimmers apologized and promised to maintain a friendly atmosphere at the pool.",DIR,,synthetic,0.6805388,far
"A group of friends went on a road trip across Asia. This is an adventure of a lifetime, look! We're seeing so many diverse cultures and experiencing new things every day. They visited famous landmarks, sampled delicious food, and enjoyed each other’s company, feeling grateful for the chance to travel together. ",INTJ,,synthetic,0.74189174,far
"The team played their final game of the season and won, earning a championship title. This is incredible, look! We really did it. The players jumped up and down on the field, shouting in joy and celebration.",INTJ,,synthetic,0.7529998,far
"A young boy was chosen as the mascot for his school’s sports team. I can't believe it, look! This is going to be so much fun. He wore his costume with pride, knowing that he would make people smile every time he appeared at a game. ",INTJ,,synthetic,0.68906736,far
"In the movie, there was a suspenseful scene that left everyone on the edge of their seats. Look! The tension is palpable here. I'm amazed by the actors' performance in this scene. ",INTJ,,synthetic,0.7139418,far
"The coach observed players resorting to unsportsmanlike behavior during games, such as taunting opponents or unsavory celebrations. Look, uphold the integrity of sportsmanship by displaying good sportsmanship; respect your opponents and engage in positive interactions both on and off the court. Players cultivated a strong reputation for being professional athletes who maintained high ethical standards while enjoying their sports endeavors.",DIR,,synthetic,0.68022543,far
She was concerned about her company's response to recent environmental concerns.,DM,,synthetic,0.6350241,far
"The manager found the employee chatting with coworkers during work hours.Look, attend to your duties promptly so we can finish earlier.The employee's productivity increased, earning them a promotion.",DIR,,synthetic,0.66803944,far
"The firefighter saw a fellow team member attempting to fight the blaze singlehandedly.Look, call for backup—we work best together to control the flames effectively!The firefighters worked collaboratively and succeeded in containing the fire before it spread further.",DIR,,synthetic,0.6459149,far
"The architect saw an intern designing without taking into account the socioeconomic impacts of their work, potentially contributing to issues like gentrification or housing disparities.Look, strive for social responsibility in your architectural pursuits by incorporating elements of accessibility, affordability, and community involvement; engage with stakeholders to ensure that your designs serve the broader public interest.The intern earned respect from clients, professionals, and advocates alike by creating buildings that addressed pressing societal needs and provided lasting benefits to diverse communities.",DIR,,synthetic,0.71081305,far
"The architect saw an intern designing without considering the impact of their work on local ecosystems or wildlife habitats, potentially contributing to habitat loss, pollution, or species extinction.Look, strive for sustainability by incorporating elements of environmental conservation and wildlife preservation into your designs; engage with ecologists, biologists, and other experts to ensure that your projects align with best practices for responsible development. The intern earned acclaim from clients, professionals, and advocates alike by creating buildings that prioritized harmony between human needs and natural habitats, promoting a more balanced and sustainable future for both species and structures.",DIR,,synthetic,0.7327223,far
"A group of friends went on a camping trip in the mountains. This is an adventure like no other, look! We're surrounded by breathtaking scenery and fresh air. They spent their days exploring trails, climbing peaks, and enjoying each other’s company, feeling grateful for the escape from daily life. ",INTJ,,synthetic,0.6878307,far
"The team won a championship tournament and advanced to the world finals. We can't believe we made it this far, look! We're ready to represent our country on the global stage and show what we're capable of. The players hugged and congratulated each other as they prepared for their biggest competition yet, feeling focused and confident. ",INTJ,,synthetic,0.6584205,far
"The nurse observed a patient neglecting dental care, leading to potential oral health issues down the road. Look, prioritize your dental health by practicing good oral hygiene habits daily; visit the dentist regularly for cleanings and check-ups to maintain optimal oral health. Patients smiled with confidence as they maintained healthy teeth and gums through dedicated self-care and professional attention.",DIR,,synthetic,0.6828146,far
"Two friends are discussing how they can better manage their digital footprints and protect their privacy online.Look, using strong passwords, avoiding oversharing personal information, and regularly reviewing privacy settings on social media accounts are essential for maintaining control over one's online presence. Both friends decide to implement new strategies for managing their digital footprints more securely.",DM,,synthetic,0.7437316,far
"The nurse observed a patient neglecting personal hygiene, potentially leading to various medical issues or exacerbating existing conditions. Look, recognize the importance of cleanliness in maintaining good health; practice regular handwashing, oral care, and bathing while staying current on vaccinations to reduce your vulnerability to illnesses.Patients experienced improved physical well-being thanks to conscientious self-care routines and vigilance regarding hygienic practices.",DIR,,synthetic,0.6360165,far
"The parent watched as their child tried to climb a high fence.Look, don't do that! Let me help you find an open gate instead.They worked together and safely left the playground through a designated exit.",DIR,,synthetic,0.651891,far
"The art teacher observed some students attempting to mix colors recklessly.Look, try mixing complementary colors first before adding secondary ones for more vibrant results.The students diligently followed their teacher's advice, resulting in a beautiful palette.",DIR,,synthetic,0.6702635,far
"The team won the league championship and celebrated their victory in style. This is an amazing moment, look! We've worked hard all season to reach this point. The players enjoyed a night of revelry and celebration, savoring the sweet taste of victory. ",INTJ,,synthetic,0.6416352,far
"John had been working tirelessly on his project. That’s, look, almost finished. You should see it now. His friends clapped him on the back in congratulations. ",INTJ,,synthetic,0.63660234,far
"The coach saw players being disrespectful towards referees during matches.Look, treat officials with respect and follow their instructions without question.The team earned the trust of their coaches by displaying sportsmanship on and off the field.",DIR,,synthetic,0.665992,far
"The librarian watched as students passed books between each other without wearing gloves.Look, remember to wear disposable gloves when handling library books!The students understood the importance of protecting books from germs and bacteria.",DIR,,synthetic,0.64015186,far
"Two friends are discussing their future travel plans. Look, if you love history, consider visiting Athens and Rome. One of them excitedly agrees to plan a trip focused on historical sites.",DM,,synthetic,0.6937016,far
"The coach noticed a player trying to mimic another player's unique play style.Look, find your own playstyle that highlights your natural skills rather than copying others.Empowered by self-discovery, the player became more confident on the field and began playing with their signature flair.",DIR,,synthetic,0.6843291,far
"The coach observed players giving up easily when faced with adversity or failure, allowing discouragement to overshadow determination and hard Work. Look, embrace resilience by pushing past obstacles and learning from setbacks; recognize that failure is an essential aspect of growth and perseverance, not a sign of weakness or defeat. Players developed winning mindsets by adapting quickly to challenges, adopting strategies for improvement, and displaying grit in the face of adversity.",DIR,,synthetic,0.6352296,far
"Two friends are discussing how best to save for a future vacation. Look, cutting back on non-essential expenses can help us reach our savings goal more quickly.Both friends agree to reevaluate their budget and allocate funds toward the vacation.",DM,,synthetic,0.65505517,far
The weather reporter watched as a severe storm approached.Look out! This looks like it's going to be a major one.People were told to evacuate and seek shelter immediately.,INTJ,,synthetic,0.66203624,far
"A student is seeking advice on choosing a career path.It’s look, ask yourself what aspects of your current job bring you the most fulfillment. The student considers their passions and strengths as they explore potential careers.",DM,,synthetic,0.68116844,far
He was frustrated by his boss's refusal to consider alternative solutions for the project.,DM,,synthetic,0.6674019,far
"The team played their final game of the season and won, securing their spot in the playoffs. We did it, look! We proved that hard work pays off. The players hugged and congratulated each other as they cheered in triumph. ",INTJ,,synthetic,0.7148606,far
"A group of friends went on a camping trip in the mountains. This is so peaceful and rejuvenating, look! We're disconnecting from our busy lives and connecting with nature. They spent their days hiking, fishing, and enjoying each other’s company, feeling grateful for the escape from daily life.",INTJ,,synthetic,0.63899183,far
"The manager found an employee making personal calls during work hours.Look, refrain from these distractions until your break is here.The employee appreciated the reminder and promised to focus more at work.",DIR,,synthetic,0.6508932,far
"A student is seeking advice about networking and making connections in their field.It’s look, attending industry events, connecting with professionals on LinkedIn, and joining relevant organizations can help expand your network. The student begins researching opportunities to connect with others in their chosen industry.",DM,,synthetic,0.6364758,far
"The coach found one of his players fidgeting on the bench during a crucial game.Look, focus on your breathing and visualize a successful play in your mind.The player did as instructed and returned to the field, full of confidence.",DIR,,synthetic,0.6701819,far
"The team won a championship tournament and celebrated their victory in grand style. This is an amazing moment, look! We've worked hard all season to reach this point. The players enjoyed a night of revelry and celebration, savoring the sweet taste of victory. ",INTJ,,synthetic,0.66237414,far
"The coach saw the athletes warming up carelessly.Look, stretch thoroughly and focus on your breathing.The team scored the winning goal with their improved agility.",DIR,,synthetic,0.6982755,far
"A student is seeking advice about finding a mentor or role model in their field. It’s look, reaching out to professionals you admire, attending networking events, and joining organizations can help you find a mentor who can provide guidance and support throughout your career journey. The student begins researching potential mentors and takes steps to initiate conversations with individuals they find inspiring.",DM,,synthetic,0.6765814,far
"A group of friends went on a road trip across South America. This is an adventure of a lifetime, look! We're seeing so many diverse cultures and experiencing new things every day. They visited famous landmarks, sampled delicious food, and enjoyed each other’s company, feeling grateful for the chance to travel together. ",INTJ,,synthetic,0.7629471,far
"The chef noticed his sous-chef making sloppy plating attempts at the serving station.Look, focus on presentation when placing food on each dish!The sous-chef took care to make every plate visually appealing and received praise for their work.",DIR,,synthetic,0.6559651,far
"The manager noticed employees wasting company resources such as paper, ink, or energy unnecessarily. Look, be mindful of your actions and avoid unnecessary consumption; wastefulness can strain budgets and negatively impact the environment. Employees reduced their carbon footprint while simultaneously boosting company profits through responsible use of resources.",DIR,,synthetic,0.66910845,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off. The players hugged and congratulated each other as they cheered in triumph, feeling proud of what they had accomplished together. ",INTJ,,synthetic,0.66765803,far
"The coach observed players underestimating opponents' strengths or abilities during games, leading to unexpected losses. Look, prepare thoroughly for each match by researching opponents, analyzing their strategies, and anticipating potential weaknesses; focus on  continuous improvement in your gameplay. Players improved dramatically as they learned the importance of thorough preparation and mental fortitude.",DIR,,synthetic,0.6360643,far
"The explorer found an ancient artifact deep within the cave.Look, a Mayan golden mask!His colleagues gathered around to examine it closely.",INTJ,,synthetic,0.69787085,far
"A young woman received a full scholarship to study abroad in another country. This is life-changing, look! I can't wait to see what I will learn and experience. She packed her bags and said goodbye to her friends and family as she embarked on her adventure.",INTJ,,synthetic,0.65197027,far
"A student is discussing their choice of a study abroad destination.It's look, have you considered going somewhere off the beaten path for an authentic experience?The student researches lesser-known but intriguing locations as options.",DM,,synthetic,0.6847084,far
"The group of friends went on a camping trip in the woods. Wow, this is beautiful, look! It feels like we're in another world. They set up camp and spent the night telling ghost stories and roasting marshmallows over a fire. ",INTJ,,synthetic,0.64368653,far
"A student is asking a professor about graduate school opportunities. It’s look, have you considered attending a research-focused university?The professor suggests some universities with strong research programs.",DM,,synthetic,0.69224554,far
The boy opened the present nervously.Look! It's a brand new bicycle!He leapt off his seat in joy and rode around the room.,INTJ,,synthetic,0.6683483,far
"The architect saw an intern designing without considering the potential impact on community or social contexts. Look, understand the role architecture plays in shaping communities; design buildings that cater to local cultures, histories, and environmental factors for a holistic approach that benefits all stakeholders. The intern impressed peers and experts alike with his culturally sensitive designs that harmonized seamlessly with their surroundings.",DIR,,synthetic,0.70793414,far
"The lifeguard noticed a swimmer struggling against strong currents near the deep end.Look, float on your back until I can get to you—I'll guide you safely to shallower waters!The lifeguard managed to assist the swimmer without incident and ensure their safety at all times.",DIR,,synthetic,0.68202317,far
"The coach saw his team trailing behind by a significant margin.Come on, guys! Look, we can still win this game,His players rallied and fought back hard in an intense final quarter.",INTJ,,synthetic,0.6752275,far
I walked into the room and saw my family all dressed up for a surprise party. Look! They went all out to make this special. After: It's going to be an unforgettable night.,INTJ,,synthetic,0.65904796,far
"The team won a championship tournament and secured a spot in the playoffs. We never thought we would get this far, look! We're proving that hard work pays off and that we are a force to be reckoned with. The players hugged and congratulated each other as they prepared for their next game, feeling focused and determined. ",INTJ,,synthetic,0.6489857,far
"The coach noticed the athlete failing to follow proper training methods.Look, don't deviate from the workout plan to achieve optimal results.The athlete went on to represent their country in major competitions.",DIR,,synthetic,0.65941966,far
"A young boy was chosen as the mascot for his school’s sports team. I'm so excited to be a part of this team, look! I can't wait to show my spirit and support our players. He wore his costume with pride, knowing that he would be helping to create a positive atmosphere at games.",INTJ,,synthetic,0.6829368,far
"The orchestra conductor observed one musician lagging behind the rest during rehearsals.Look, try to play with more enthusiasm—I believe in your talent!Encouraged, the musician improved and caught up with the ensemble's tempo.",DIR,,synthetic,0.6904422,far
"The doctor saw patients using incorrect techniques while practicing exercises at home.Look, follow the correct instructions provided by medical professionals for optimal results.Patients reported remarkable improvements with proper guidance on exercise methods.",DIR,,synthetic,0.72665906,far
The designer was disappointed by the lackluster response to his latest collection.,DM,,synthetic,0.73533666,far
"She was overwhelmed by the number of tasks she had to complete.Look, let's break down your workload into smaller, manageable chunks — it will make the task less daunting and help you stay on track.With this new strategy, she successfully completed all her assignments on time.",DM,,synthetic,0.68110585,far
"The zookeeper found an impatient visitor trying to feed the animals improper food.Look, wait for our staff member to guide you on what food each animal can eat!The guest agreed and followed the zoo's instructions on animal feeding.",DIR,,synthetic,0.6626654,far
"The team won the league championship and celebrated their victory on the field. This is unbelievable, look! We never thought we would be here. The players hugged and cheered as they lifted the trophy high into the air, feeling overwhelmed with emotion. ",INTJ,,synthetic,0.67725164,far
"Two friends are discussing their investment strategies. Look, diversification can help mitigate risk, even if it means lower overall returns.One friend agrees that spreading investments across various asset classes could provide a safer portfolio.",DM,,synthetic,0.6953471,far
